clarity,carat,color,shape,fluorescent,raprate,cut,polish,symmetry,table,length,width,depth,price per carat,discount,total,comments,report_no,ratio,depth %,rap price total,Extra Column,date,Vendor
SI2,1.7,E,Round,NONE,10300.0,EX,EX,EX,57.0,7.62,7.58,4.78,8210.130000000001,20.29,13957.221000000001,"Additional clouds are not shown,Pinpoints are not shown",,1.01,63.06,17510.0,"{'Sr.No': 159.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': nan, 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 9447410449, 'D/R': 7.6, 'Measurement': '7.58 - 7.62 * 4.78', 'Total Depth': 62.9, 'Additional Remark': 'UPGRADED CLARITY', 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'CRL1', 'S.W': 'CRL2', 'T.B': 'BPP', 'S.B': 'BPP', 'T.S': 'N', 'S.S': 'N', 'T.O': 'N', 'C.O': 'HL', 'P.O': 'N', 'G.O': 'N', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'N', 'Key To Symbol': 'Crystal,Cloud,Feather,Needle', 'Graining': 'N', 'Girdle': 'MED - MED', 'Girdle%': 3.5, 'C.A': 36.5, 'P.A': 41.0, 'C.H': 16.0, 'P.H': 43.5, 'LowHalf': 80.0, 'StarLenth': 45.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': nan, 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,1.8,E,Round,NONE,10300.0,EX,EX,EX,58.0,7.81,7.78,4.82,9217.470000000001,10.51,16591.446000000004,"Additional twinning wisps, pinpoints and surface graining are not shown",,1.0,61.95,18540.0,"{'Sr.No': 160.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': 'EX', 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 3211550123, 'D/R': 7.8, 'Measurement': '7.78 - 7.81 * 4.82', 'Total Depth': 61.8, 'Additional Remark': nan, 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'FR1', 'S.W': 'SPR1', 'T.B': 'BPP', 'S.B': 'BPP', 'T.S': 'N', 'S.S': 'N', 'T.O': 'SM', 'C.O': 'N', 'P.O': 'HL', 'G.O': 'N', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'SM', 'Key To Symbol': 'Twinning Wisp,Feather,Crystal', 'Graining': 'SG', 'Girdle': 'MED - STK', 'Girdle%': 4.0, 'C.A': 34.0, 'P.A': 41.2, 'C.H': 14.5, 'P.H': 43.5, 'LowHalf': 80.0, 'StarLenth': 50.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': nan, 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,1.5,F,Round,NONE,9600.0,EX,EX,EX,59.0,7.41,7.37,4.46,7090.5599999999995,26.14,10635.84,Pinpoints are not shown,,1.01,60.52,14400.0,"{'Sr.No': 161.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': 'VG', 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 1446790451, 'D/R': 7.39, 'Measurement': '7.37 - 7.41 * 4.46', 'Total Depth': 60.3, 'Additional Remark': nan, 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'CRL1', 'S.W': 'FR1', 'T.B': 'B1', 'S.B': 'B2', 'T.S': 'N', 'S.S': 'N', 'T.O': 'N', 'C.O': 'N', 'P.O': 'HL', 'G.O': 'N', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'N', 'Key To Symbol': 'Crystal,Feather,Needle', 'Graining': 'N', 'Girdle': 'MED - STK', 'Girdle%': 3.5, 'C.A': 33.5, 'P.A': 40.8, 'C.H': 13.5, 'P.H': 43.0, 'LowHalf': 75.0, 'StarLenth': 50.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': nan, 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,1.5,F,Round,NONE,9600.0,EX,EX,EX,55.0,7.28,7.23,4.58,7611.839999999999,20.71,11417.759999999998,"Additional twinning wisps, pinpoints and surface graining are not shown",,1.01,63.35,14400.0,"{'Sr.No': 162.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': nan, 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 4211320224, 'D/R': 7.26, 'Measurement': '7.23 - 7.28 * 4.58', 'Total Depth': 63.1, 'Additional Remark': 'INSPECTION ADVISABLE', 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'SPR1', 'S.W': 'FR2', 'T.B': 'BPP', 'S.B': 'B1', 'T.S': 'N', 'S.S': 'N', 'T.O': 'HL', 'C.O': 'N', 'P.O': 'HL', 'G.O': 'N', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'SM', 'Key To Symbol': 'Feather,Twinning Wisp,Crystal', 'Graining': 'SG', 'Girdle': 'MED - STK', 'Girdle%': 3.5, 'C.A': 36.5, 'P.A': 40.6, 'C.H': 17.0, 'P.H': 42.5, 'LowHalf': 75.0, 'StarLenth': 45.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': nan, 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,1.5,F,Round,NONE,9600.0,EX,EX,EX,61.0,7.46,7.44,4.42,7228.8,24.7,10843.2,"Clouds are not shown,Pinpoints are not shown",,1.0,59.41,14400.0,"{'Sr.No': 163.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': 'VG', 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 5210650185, 'D/R': 7.45, 'Measurement': '7.44 - 7.46 * 4.42', 'Total Depth': 59.3, 'Additional Remark': 'INSPECTION ADVISABLE', 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'CRL1', 'S.W': 'FR1', 'T.B': 'B1', 'S.B': 'BPP', 'T.S': 'N', 'S.S': 'N', 'T.O': 'HL', 'C.O': 'N', 'P.O': 'N', 'G.O': 'N', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'N', 'Key To Symbol': 'Crystal,Feather,Needle', 'Graining': 'N', 'Girdle': 'MED - STK', 'Girdle%': 3.5, 'C.A': 33.0, 'P.A': 41.0, 'C.H': 12.5, 'P.H': 43.5, 'LowHalf': 75.0, 'StarLenth': 50.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': nan, 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,1.5,F,Round,NONE,9600.0,EX,EX,EX,57.0,7.28,7.24,4.55,7672.320000000001,20.08,11508.480000000001,"Additional clouds, pinpoints and internal graining are not shown",,1.01,62.85,14400.0,"{'Sr.No': 164.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': 'VG', 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 5211340115, 'D/R': 7.26, 'Measurement': '7.24 - 7.28 * 4.55', 'Total Depth': 62.6, 'Additional Remark': nan, 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'CRL1', 'S.W': 'FR2', 'T.B': 'BPP', 'S.B': 'BPP', 'T.S': 'N', 'S.S': 'N', 'T.O': 'N', 'C.O': 'SM', 'P.O': 'HL', 'G.O': 'HL', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'N', 'Key To Symbol': 'Feather,Crystal,Cloud,Needle', 'Graining': 'IG', 'Girdle': 'MED - STK', 'Girdle%': 4.0, 'C.A': 36.0, 'P.A': 40.6, 'C.H': 15.5, 'P.H': 43.0, 'LowHalf': 80.0, 'StarLenth': 50.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': nan, 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,1.5,F,Round,NONE,9600.0,EX,EX,EX,59.0,7.45,7.43,4.44,7791.36,18.84,11687.039999999999,"Additional twinning wisps, pinpoints and surface graining are not shown",,1.0,59.76,14400.0,"{'Sr.No': 165.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': 'G', 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 5211630485, 'D/R': 7.44, 'Measurement': '7.43 - 7.45 * 4.44', 'Total Depth': 59.6, 'Additional Remark': nan, 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'SPR1', 'S.W': 'FR1', 'T.B': 'BPP', 'S.B': 'N', 'T.S': 'N', 'S.S': 'N', 'T.O': 'N', 'C.O': 'N', 'P.O': 'SM', 'G.O': 'N', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'SM', 'Key To Symbol': 'Twinning Wisp,Feather', 'Graining': 'SG', 'Girdle': 'MED - STK', 'Girdle%': 3.5, 'C.A': 32.0, 'P.A': 41.0, 'C.H': 12.5, 'P.H': 43.0, 'LowHalf': 75.0, 'StarLenth': 45.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': nan, 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,1.5,F,Round,NONE,9600.0,EX,EX,EX,56.0,7.29,7.24,4.57,7689.6,19.9,11534.400000000001,"Additional clouds are not shown,Pinpoints are not shown",,1.01,63.12,14400.0,"{'Sr.No': 166.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': nan, 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 6210850196, 'D/R': 7.27, 'Measurement': '7.24 - 7.29 * 4.57', 'Total Depth': 62.9, 'Additional Remark': nan, 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'SPR1', 'S.W': 'CRL2', 'T.B': 'BPP', 'S.B': 'B1', 'T.S': 'N', 'S.S': 'N', 'T.O': 'N', 'C.O': 'N', 'P.O': 'N', 'G.O': 'N', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'SM', 'Key To Symbol': 'Crystal,Cloud,Feather,Needle', 'Graining': 'N', 'Girdle': 'MED - STK', 'Girdle%': 3.5, 'C.A': 36.5, 'P.A': 40.6, 'C.H': 16.5, 'P.H': 43.0, 'LowHalf': 75.0, 'StarLenth': 50.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': 'Yes', 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,1.5,F,Round,NONE,9600.0,EX,EX,EX,58.0,7.27,7.23,4.53,7246.08,24.52,10869.119999999999,"Additional clouds are not shown,Pinpoints are not shown",,1.01,62.66,14400.0,"{'Sr.No': 167.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': 'VG', 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 7447080177, 'D/R': 7.25, 'Measurement': '7.23 - 7.27 * 4.53', 'Total Depth': 62.5, 'Additional Remark': nan, 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'SPR1', 'S.W': 'FR1', 'T.B': 'B1', 'S.B': 'BPP', 'T.S': 'N', 'S.S': 'N', 'T.O': 'N', 'C.O': 'HL', 'P.O': 'SM', 'G.O': 'SM', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'N', 'Key To Symbol': 'Cloud,Crystal,Feather,Needle,Indented Natural,Natural', 'Graining': 'N', 'Girdle': 'STK - STK', 'Girdle%': 4.0, 'C.A': 36.0, 'P.A': 40.8, 'C.H': 15.0, 'P.H': 43.0, 'LowHalf': 75.0, 'StarLenth': 50.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': nan, 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,1.5,F,Round,NONE,9600.0,EX,EX,EX,56.0,7.3,7.26,4.57,7800.0,18.75,11700.0,"Additional clouds are not shown,Pinpoints are not shown",,1.01,62.95,14400.0,"{'Sr.No': 168.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': 'VG', 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 8210790078, 'D/R': 7.28, 'Measurement': '7.26 - 7.3 * 4.57', 'Total Depth': 62.8, 'Additional Remark': nan, 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'SPR1', 'S.W': 'FR2', 'T.B': 'BPP', 'S.B': 'N', 'T.S': 'N', 'S.S': 'N', 'T.O': 'HL', 'C.O': 'SM', 'P.O': 'SM', 'G.O': 'HL', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'N', 'Key To Symbol': 'Feather,Crystal,Cloud,Needle', 'Graining': 'N', 'Girdle': 'MED - STK', 'Girdle%': 3.5, 'C.A': 36.5, 'P.A': 40.6, 'C.H': 16.5, 'P.H': 43.0, 'LowHalf': 75.0, 'StarLenth': 50.0, 'Culet Size': 'N', 'CM Eligible': 'Yes', 'FM Eligible': nan, 'FP Eligible': 'Yes', 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,1.5,F,Round,NONE,9600.0,EX,EX,EX,58.0,7.36,7.32,4.52,7140.4800000000005,25.62,10710.720000000001,"Pinpoints are not shown,Surface graining is not shown",,1.01,61.75,14400.0,"{'Sr.No': 169.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': 'VG', 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 9447490199, 'D/R': 7.34, 'Measurement': '7.32 - 7.36 * 4.52', 'Total Depth': 61.6, 'Additional Remark': 'UPGRADED CLARITY', 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'FR1', 'S.W': 'FR1', 'T.B': 'BPP', 'S.B': 'B2', 'T.S': 'N', 'S.S': 'N', 'T.O': 'N', 'C.O': 'N', 'P.O': 'N', 'G.O': 'N', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'N', 'Key To Symbol': 'Crystal,Feather,Needle', 'Graining': 'SG', 'Girdle': 'MED - STK', 'Girdle%': 3.5, 'C.A': 35.0, 'P.A': 41.0, 'C.H': 14.5, 'P.H': 43.5, 'LowHalf': 80.0, 'StarLenth': 50.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': 'Yes', 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,1.51,F,Round,NONE,9600.0,EX,EX,EX,57.0,7.35,7.31,4.57,6698.88,30.22,10115.3088,"Additional clouds are not shown,Pinpoints are not shown",,1.01,62.52,14496.0,"{'Sr.No': 170.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': 'EX', 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 2211420062, 'D/R': 7.33, 'Measurement': '7.31 - 7.35 * 4.57', 'Total Depth': 62.4, 'Additional Remark': nan, 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'FR1', 'S.W': 'CRL1', 'T.B': 'B2', 'S.B': 'BPP', 'T.S': 'N', 'S.S': 'N', 'T.O': 'N', 'C.O': 'N', 'P.O': 'N', 'G.O': 'N', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'N', 'Key To Symbol': 'Crystal,Feather,Cloud,Needle', 'Graining': 'N', 'Girdle': 'MED - STK', 'Girdle%': 4.0, 'C.A': 34.5, 'P.A': 41.0, 'C.H': 15.0, 'P.H': 43.5, 'LowHalf': 80.0, 'StarLenth': 50.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': nan, 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,1.51,F,Round,NONE,9600.0,EX,EX,EX,59.0,7.39,7.35,4.54,7552.32,21.33,11404.0032,"Clouds, pinpoints, internal graining and surface graining are not shown",,1.01,61.77,14496.0,"{'Sr.No': 171.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': 'VG', 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 6447550446, 'D/R': 7.37, 'Measurement': '7.35 - 7.39 * 4.54', 'Total Depth': 61.6, 'Additional Remark': nan, 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'SPR1', 'S.W': 'FR1', 'T.B': 'N', 'S.B': 'N', 'T.S': 'N', 'S.S': 'N', 'T.O': 'N', 'C.O': 'HL', 'P.O': 'MD', 'G.O': 'MD', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'N', 'Key To Symbol': 'Twinning Wisp,Feather,Crystal,Indented Natural,Needle', 'Graining': 'IG SG', 'Girdle': 'THN - STK', 'Girdle%': 4.5, 'C.A': 32.0, 'P.A': 41.6, 'C.H': 13.0, 'P.H': 44.5, 'LowHalf': 80.0, 'StarLenth': 50.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': nan, 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,1.6,F,Round,NONE,9600.0,EX,EX,EX,56.0,7.51,7.49,4.63,7861.44,18.11,12578.304,"Additional twinning wisps, pinpoints and surface graining are not shown",,1.0,61.82,15360.0,"{'Sr.No': 172.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': 'VG', 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 3211190083, 'D/R': 7.5, 'Measurement': '7.49 - 7.51 * 4.63', 'Total Depth': 61.7, 'Additional Remark': nan, 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'SPR1', 'S.W': 'FR1', 'T.B': 'BPP', 'S.B': 'BPP', 'T.S': 'N', 'S.S': 'N', 'T.O': 'N', 'C.O': 'HL', 'P.O': 'HL', 'G.O': 'HL', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'SM', 'Key To Symbol': 'Twinning Wisp,Feather', 'Graining': 'SG', 'Girdle': 'MED - STK', 'Girdle%': 4.0, 'C.A': 34.0, 'P.A': 40.6, 'C.H': 15.0, 'P.H': 43.0, 'LowHalf': 75.0, 'StarLenth': 50.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': 'Yes', 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,1.7,F,Round,NONE,9600.0,EX,EX,EX,58.0,7.61,7.56,4.76,7861.44,18.11,13364.447999999999,"Additional clouds are not shown,Pinpoints are not shown",,1.01,62.96,16320.0,"{'Sr.No': 173.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': nan, 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 2211610382, 'D/R': 7.59, 'Measurement': '7.56 - 7.61 * 4.76', 'Total Depth': 62.8, 'Additional Remark': nan, 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'FR2', 'S.W': 'SPR1', 'T.B': 'BPP', 'S.B': 'BPP', 'T.S': 'N', 'S.S': 'N', 'T.O': 'SM', 'C.O': 'N', 'P.O': 'SM', 'G.O': 'N', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'SM', 'Key To Symbol': 'Cloud,Crystal,Feather,Needle,Indented Natural', 'Graining': 'N', 'Girdle': 'MED - STK', 'Girdle%': 4.0, 'C.A': 34.5, 'P.A': 41.4, 'C.H': 14.5, 'P.H': 44.0, 'LowHalf': 75.0, 'StarLenth': 50.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': nan, 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,1.7,F,Round,NONE,9600.0,EX,EX,EX,60.0,7.75,7.69,4.62,7209.6,24.9,12256.32,Pinpoints are not shown,,1.01,60.08,16320.0,"{'Sr.No': 174.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': 'VG', 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 8211520388, 'D/R': 7.72, 'Measurement': '7.69 - 7.75 * 4.62', 'Total Depth': 59.9, 'Additional Remark': nan, 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'FR2', 'S.W': 'FR2', 'T.B': 'B1', 'S.B': 'BPP', 'T.S': 'N', 'S.S': 'N', 'T.O': 'HL', 'C.O': 'HL', 'P.O': 'MD', 'G.O': 'SM', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'N', 'Key To Symbol': 'Feather,Crystal,Cloud,Indented Natural,Needle', 'Graining': 'N', 'Girdle': 'MED - STK', 'Girdle%': 4.0, 'C.A': 33.0, 'P.A': 40.8, 'C.H': 13.0, 'P.H': 43.0, 'LowHalf': 75.0, 'StarLenth': 50.0, 'Culet Size': 'N', 'CM Eligible': 'Yes', 'FM Eligible': nan, 'FP Eligible': 'Yes', 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,1.8,F,Round,FAINT,9600.0,EX,EX,EX,57.0,7.77,7.72,4.83,8322.24,13.31,14980.032,"Additional clouds, pinpoints and surface graining are not shown",,1.01,62.56,17280.0,"{'Sr.No': 175.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': 'VG', 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 1211380021, 'D/R': 7.75, 'Measurement': '7.72 - 7.77 * 4.83', 'Total Depth': 62.3, 'Additional Remark': nan, 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'CRL2', 'S.W': 'FR1', 'T.B': 'BPP', 'S.B': 'N', 'T.S': 'N', 'S.S': 'N', 'T.O': 'N', 'C.O': 'N', 'P.O': 'SM', 'G.O': 'N', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'N', 'Key To Symbol': 'Crystal,Cloud,Feather,Needle', 'Graining': 'SG', 'Girdle': 'MED - STK', 'Girdle%': 4.0, 'C.A': 36.0, 'P.A': 40.6, 'C.H': 15.5, 'P.H': 43.0, 'LowHalf': 80.0, 'StarLenth': 50.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': nan, 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,1.8,F,Round,MEDIUM,9600.0,EX,EX,EX,56.0,7.76,7.71,4.86,6916.8,27.95,12450.24,Clouds are not shown,,1.01,63.04,17280.0,"{'Sr.No': 176.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': 'VG', 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 5210230075, 'D/R': 7.74, 'Measurement': '7.71 - 7.76 * 4.86', 'Total Depth': 62.8, 'Additional Remark': nan, 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'SPR1', 'S.W': 'FR1', 'T.B': 'B2', 'S.B': 'N', 'T.S': 'N', 'S.S': 'N', 'T.O': 'N', 'C.O': 'HL', 'P.O': 'N', 'G.O': 'N', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'SM', 'Key To Symbol': 'Crystal,Feather', 'Graining': 'N', 'Girdle': 'MED - STK', 'Girdle%': 4.0, 'C.A': 35.5, 'P.A': 40.8, 'C.H': 16.0, 'P.H': 43.0, 'LowHalf': 80.0, 'StarLenth': 50.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': nan, 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,1.5,G,Round,NONE,9000.0,EX,EX,EX,59.0,7.38,7.35,4.53,7488.0,16.8,11232.0,"Pinpoints, internal graining and surface graining are not shown",,1.0,61.63,13500.0,"{'Sr.No': 177.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': 'VG', 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 1210360451, 'D/R': 7.37, 'Measurement': '7.35 - 7.38 * 4.53', 'Total Depth': 61.5, 'Additional Remark': nan, 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'FR1', 'S.W': 'FR1', 'T.B': 'BPP', 'S.B': 'BPP', 'T.S': 'N', 'S.S': 'N', 'T.O': 'HL', 'C.O': 'HL', 'P.O': 'N', 'G.O': 'N', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'SM', 'Key To Symbol': 'Crystal,Feather,Needle', 'Graining': 'IG SG', 'Girdle': 'MED - STK', 'Girdle%': 4.0, 'C.A': 32.0, 'P.A': 41.8, 'C.H': 13.0, 'P.H': 44.5, 'LowHalf': 80.0, 'StarLenth': 50.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': nan, 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,1.5,G,Round,NONE,9000.0,EX,EX,EX,58.0,7.3,7.27,4.54,7200.900000000001,19.99,10801.35,"Additional clouds are not shown,Pinpoints are not shown",,1.0,62.45,13500.0,"{'Sr.No': 178.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': 'VG', 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 5447640045, 'D/R': 7.29, 'Measurement': '7.27 - 7.3 * 4.54', 'Total Depth': 62.3, 'Additional Remark': nan, 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'SPR1', 'S.W': 'FR1', 'T.B': 'BPP', 'S.B': 'BPP', 'T.S': 'N', 'S.S': 'N', 'T.O': 'N', 'C.O': 'HL', 'P.O': 'HL', 'G.O': 'SM', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'N', 'Key To Symbol': 'Cloud,Feather,Crystal,Needle,Indented Natural,Natural', 'Graining': 'N', 'Girdle': 'STK - STK', 'Girdle%': 4.0, 'C.A': 35.5, 'P.A': 41.0, 'C.H': 15.0, 'P.H': 43.5, 'LowHalf': 80.0, 'StarLenth': 50.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': nan, 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,1.5,G,Round,NONE,9000.0,EX,EX,EX,61.0,7.44,7.4,4.43,6746.400000000001,25.04,10119.6,"Additional clouds are not shown,Pinpoints are not shown",,1.01,59.86,13500.0,"{'Sr.No': 179.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': nan, 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 7447380017, 'D/R': 7.42, 'Measurement': '7.4 - 7.44 * 4.43', 'Total Depth': 59.7, 'Additional Remark': nan, 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'SPR1', 'S.W': 'FR1', 'T.B': 'B1', 'S.B': 'N', 'T.S': 'N', 'S.S': 'N', 'T.O': 'N', 'C.O': 'N', 'P.O': 'HL', 'G.O': 'HL', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'N', 'Key To Symbol': 'Cloud,Crystal,Feather,Needle,Natural', 'Graining': 'N', 'Girdle': 'MED - STK', 'Girdle%': 4.0, 'C.A': 33.0, 'P.A': 41.2, 'C.H': 12.5, 'P.H': 43.5, 'LowHalf': 80.0, 'StarLenth': 50.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': nan, 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
