clarity,carat,color,shape,fluorescent,raprate,cut,polish,symmetry,table,length,width,depth,price per carat,discount,total,comments,report_no,ratio,depth %,rap price total,Extra Column,date,Vendor
SI2,2.5,F,Round,NONE,13200.0,EX,EX,EX,58.0,8.79,8.74,5.28,11887.92,9.94,29719.8,"Clouds are not shown,Pinpoints are not shown",,1.01,60.41,33000.0,"{'Sr.No': 65.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': nan, 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 4211410364, 'D/R': 8.77, 'Measurement': '8.74 - 8.79 * 5.28', 'Total Depth': 60.2, 'Additional Remark': nan, 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'FR2', 'S.W': 'FR1', 'T.B': 'BPP', 'S.B': 'B1', 'T.S': 'N', 'S.S': 'N', 'T.O': 'HL', 'C.O': 'SM', 'P.O': 'N', 'G.O': 'N', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'SM', 'Key To Symbol': 'Feather,Crystal,Needle', 'Graining': 'N', 'Girdle': 'MED - STK', 'Girdle%': 3.5, 'C.A': 34.0, 'P.A': 40.6, 'C.H': 14.0, 'P.H': 42.5, 'LowHalf': 80.0, 'StarLenth': 50.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': nan, 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,2.54,F,Round,MEDIUM,13200.0,EX,EX,EX,57.0,8.67,8.62,5.43,10699.92,18.94,27177.7968,Pinpoints are not shown,,1.01,62.99,33528.0,"{'Sr.No': 66.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': 'VG', 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 6211610426, 'D/R': 8.65, 'Measurement': '8.62 - 8.67 * 5.43', 'Total Depth': 62.8, 'Additional Remark': 'UPGRADED FLORO', 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'CRL1', 'S.W': 'FR2', 'T.B': 'N', 'S.B': 'BPP', 'T.S': 'N', 'S.S': 'N', 'T.O': 'N', 'C.O': 'N', 'P.O': 'HL', 'G.O': 'N', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'N', 'Key To Symbol': 'Crystal,Feather', 'Graining': 'N', 'Girdle': 'STK - STK', 'Girdle%': 4.0, 'C.A': 36.0, 'P.A': 40.6, 'C.H': 15.5, 'P.H': 43.0, 'LowHalf': 80.0, 'StarLenth': 50.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': nan, 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,2.7,F,Round,NONE,13200.0,EX,EX,EX,59.0,8.94,8.88,5.51,11880.0,10.0,32076.000000000004,"Clouds are not shown,Pinpoints are not shown",,1.01,62.05,35640.0,"{'Sr.No': 67.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': nan, 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 8211050058, 'D/R': 8.91, 'Measurement': '8.88 - 8.94 * 5.51', 'Total Depth': 61.8, 'Additional Remark': '‡ INSPECTION ADVISABLE', 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'FR1', 'S.W': 'CRL1', 'T.B': 'BPP', 'S.B': 'B 2', 'T.S': 'N', 'S.S': 'N', 'T.O': 'HL', 'C.O': 'N', 'P.O': 'N', 'G.O': 'N', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'SM', 'Key To Symbol': 'Crystal,Feather,Needle', 'Graining': 'N', 'Girdle': 'MED - STK', 'Girdle%': 4.5, 'C.A': 32.0, 'P.A': 41.8, 'C.H': 12.5, 'P.H': 44.5, 'LowHalf': 80.0, 'StarLenth': 50.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': nan, 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,2.0,G,Round,NONE,12300.0,EX,EX,EX,57.0,8.06,8.02,4.98,10113.060000000001,17.78,20226.120000000003,,,1.0,62.09,24600.0,"{'Sr.No': 68.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': 'VG', 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 8210810388, 'D/R': 8.04, 'Measurement': '8.02 - 8.06 * 4.98', 'Total Depth': 62.0, 'Additional Remark': nan, 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'FR1', 'S.W': 'FR1', 'T.B': 'N', 'S.B': 'N', 'T.S': 'N', 'S.S': 'N', 'T.O': 'N', 'C.O': 'HL', 'P.O': 'HL', 'G.O': 'N', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'N', 'Key To Symbol': 'Feather,Cloud,Pinpoint', 'Graining': 'N', 'Girdle': 'MED - STK', 'Girdle%': 3.5, 'C.A': 36.0, 'P.A': 40.6, 'C.H': 15.5, 'P.H': 43.0, 'LowHalf': 80.0, 'StarLenth': 50.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': nan, 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,2.0,G,Round,NONE,12300.0,EX,EX,EX,57.0,8.03,7.98,4.99,9175.8,25.4,18351.6,Additional pinpoints are not shown,,1.01,62.53,24600.0,"{'Sr.No': 69.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': 'VG', 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 8447450058, 'D/R': 8.01, 'Measurement': '7.98 - 8.03 * 4.99', 'Total Depth': 62.4, 'Additional Remark': nan, 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'FR1', 'S.W': 'FR2', 'T.B': 'B1', 'S.B': 'B1', 'T.S': 'N', 'S.S': 'N', 'T.O': 'N', 'C.O': 'HL', 'P.O': 'HL', 'G.O': 'N', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'SM', 'Key To Symbol': 'Feather,Crystal,Pinpoint', 'Graining': 'N', 'Girdle': 'MED - STK', 'Girdle%': 4.0, 'C.A': 36.0, 'P.A': 40.6, 'C.H': 15.5, 'P.H': 42.5, 'LowHalf': 80.0, 'StarLenth': 50.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': 'Yes', 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,2.01,G,Round,NONE,12300.0,EX,EX,EX,58.0,8.02,7.97,4.99,8768.67,28.71,17625.0267,"Additional twinning wisps, additional clouds, pinpoints and surface graining are not shown",,1.01,62.61,24722.999999999996,"{'Sr.No': 70.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': 'VG', 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 1210490010, 'D/R': 8.0, 'Measurement': '7.97 - 8.02 * 4.99', 'Total Depth': 62.4, 'Additional Remark': nan, 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'CRL1', 'S.W': 'FR1', 'T.B': 'B1', 'S.B': 'BPP', 'T.S': 'N', 'S.S': 'N', 'T.O': 'HL', 'C.O': 'SM', 'P.O': 'SM', 'G.O': 'SM', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'SM', 'Key To Symbol': 'Cloud,Crystal,Feather,Indented Natural,Twinning Wisp', 'Graining': 'SG', 'Girdle': 'MED - STK', 'Girdle%': 4.0, 'C.A': 36.0, 'P.A': 40.6, 'C.H': 15.5, 'P.H': 43.0, 'LowHalf': 80.0, 'StarLenth': 50.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': 'Yes', 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,2.01,G,Round,NONE,12300.0,EX,EX,EX,59.0,8.19,8.14,4.94,9841.23,19.99,19780.872299999995,"Additional clouds, pinpoints, internal graining and surface graining are not shown",,1.01,60.69,24722.999999999996,"{'Sr.No': 71.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': 'VG', 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 1210850500, 'D/R': 8.17, 'Measurement': '8.14 - 8.19 * 4.94', 'Total Depth': 60.5, 'Additional Remark': nan, 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'FR2', 'S.W': 'FR1', 'T.B': 'N', 'S.B': 'N', 'T.S': 'N', 'S.S': 'N', 'T.O': 'HL', 'C.O': 'N', 'P.O': 'N', 'G.O': 'N', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'SM', 'Key To Symbol': 'Feather,Crystal,Cloud,Needle', 'Graining': 'IG SG', 'Girdle': 'MED - STK', 'Girdle%': 4.0, 'C.A': 31.5, 'P.A': 41.4, 'C.H': 12.5, 'P.H': 44.0, 'LowHalf': 80.0, 'StarLenth': 50.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': 'Yes', 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,2.01,G,Round,NONE,12300.0,EX,EX,EX,59.0,8.12,8.07,4.98,10062.630000000001,18.19,20225.8863,"Additional clouds are not shown,Pinpoints are not shown",,1.01,61.71,24722.999999999996,"{'Sr.No': 72.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': 'VG', 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 1211060171, 'D/R': 8.1, 'Measurement': '8.07 - 8.12 * 4.98', 'Total Depth': 61.6, 'Additional Remark': 'INSPECTION ADVISABLE', 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'SPR1', 'S.W': 'CRL1', 'T.B': 'BPP', 'S.B': 'B1', 'T.S': 'N', 'S.S': 'N', 'T.O': 'N', 'C.O': 'N', 'P.O': 'N', 'G.O': 'N', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'SM', 'Key To Symbol': 'Crystal,Cloud,Feather,Needle', 'Graining': 'N', 'Girdle': 'MED - STK', 'Girdle%': 4.0, 'C.A': 32.0, 'P.A': 41.6, 'C.H': 13.0, 'P.H': 44.5, 'LowHalf': 80.0, 'StarLenth': 50.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': nan, 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,2.01,G,Round,NONE,12300.0,EX,EX,EX,56.0,8.05,8.01,5.04,9651.81,21.53,19400.138099999996,"Additional clouds, pinpoints and internal graining are not shown",,1.0,62.92,24722.999999999996,"{'Sr.No': 73.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': 'VG', 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 1447400080, 'D/R': 8.03, 'Measurement': '8.01 - 8.05 * 5.04', 'Total Depth': 62.8, 'Additional Remark': nan, 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'SPR1', 'S.W': 'FR1', 'T.B': 'BPP', 'S.B': 'BPP', 'T.S': 'N', 'S.S': 'N', 'T.O': 'N', 'C.O': 'SM', 'P.O': 'SM', 'G.O': 'SM', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'N', 'Key To Symbol': 'Cloud,Feather,Crystal,Needle', 'Graining': 'IG', 'Girdle': 'MED - STK', 'Girdle%': 3.5, 'C.A': 36.5, 'P.A': 40.8, 'C.H': 16.0, 'P.H': 43.0, 'LowHalf': 80.0, 'StarLenth': 50.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': nan, 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,2.01,G,Round,FAINT,12300.0,EX,EX,EX,58.0,8.14,8.12,4.94,9252.06,24.78,18596.6406,"Additional clouds, pinpoints, internal graining and surface graining are not shown",,1.0,60.84,24722.999999999996,"{'Sr.No': 74.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': 'VG', 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 1447540090, 'D/R': 8.13, 'Measurement': '8.12 - 8.14 * 4.94', 'Total Depth': 60.8, 'Additional Remark': nan, 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'CRL2', 'S.W': 'SPR1', 'T.B': 'BPP', 'S.B': 'N', 'T.S': 'N', 'S.S': 'N', 'T.O': 'HL', 'C.O': 'N', 'P.O': 'SM', 'G.O': 'N', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'N', 'Key To Symbol': 'Twinning Wisp,Cloud,Feather,Crystal', 'Graining': 'IG SG', 'Girdle': 'MED - STK', 'Girdle%': 4.0, 'C.A': 34.0, 'P.A': 40.8, 'C.H': 14.0, 'P.H': 43.0, 'LowHalf': 75.0, 'StarLenth': 50.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': nan, 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,2.01,G,Round,NONE,12300.0,EX,EX,EX,59.0,8.08,8.03,4.97,8386.14,31.82,16856.141399999997,"Additional clouds, pinpoints, internal graining and surface graining are not shown",,1.01,61.89,24722.999999999996,"{'Sr.No': 75.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': 'VG', 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 3447400053, 'D/R': 8.06, 'Measurement': '8.03 - 8.08 * 4.97', 'Total Depth': 61.6, 'Additional Remark': nan, 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'FR2', 'S.W': 'FR1', 'T.B': 'B1', 'S.B': 'B2', 'T.S': 'N', 'S.S': 'N', 'T.O': 'SM', 'C.O': 'SM', 'P.O': 'SM', 'G.O': 'SM', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'SM', 'Key To Symbol': 'Feather,Crystal,Twinning Wisp,Cloud,Indented Natural', 'Graining': 'IG SG', 'Girdle': 'THN - STK', 'Girdle%': 4.0, 'C.A': 35.0, 'P.A': 41.0, 'C.H': 14.5, 'P.H': 43.5, 'LowHalf': 75.0, 'StarLenth': 50.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': nan, 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,2.01,G,Round,NONE,12300.0,EX,EX,EX,57.0,8.12,8.09,4.96,9445.17,23.21,18984.791699999998,"Additional clouds are not shown,Pinpoints are not shown",,1.0,61.31,24722.999999999996,"{'Sr.No': 76.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': 'VG', 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 4211730034, 'D/R': 8.11, 'Measurement': '8.09 - 8.12 * 4.96', 'Total Depth': 61.2, 'Additional Remark': nan, 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'CRL1', 'S.W': 'FR1', 'T.B': 'BPP', 'S.B': 'B1', 'T.S': 'N', 'S.S': 'N', 'T.O': 'HL', 'C.O': 'HL', 'P.O': 'SM', 'G.O': 'N', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'N', 'Key To Symbol': 'Crystal,Feather,Cloud,Needle', 'Graining': 'N', 'Girdle': 'MED - STK', 'Girdle%': 4.0, 'C.A': 34.0, 'P.A': 40.8, 'C.H': 14.5, 'P.H': 43.0, 'LowHalf': 80.0, 'StarLenth': 45.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': nan, 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,2.01,G,Round,NONE,12300.0,EX,EX,EX,57.0,8.02,7.97,5.01,9742.83,20.79,19583.0883,"Clouds, pinpoints and surface graining are not shown",,1.01,62.86,24722.999999999996,"{'Sr.No': 77.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': 'VG', 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 8210850818, 'D/R': 8.0, 'Measurement': '7.97 - 8.02 * 5.01', 'Total Depth': 62.7, 'Additional Remark': nan, 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'CRL1', 'S.W': 'FR1', 'T.B': 'BPP', 'S.B': 'N', 'T.S': 'N', 'S.S': 'N', 'T.O': 'N', 'C.O': 'N', 'P.O': 'N', 'G.O': 'N', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'N', 'Key To Symbol': 'Crystal,Feather,Needle', 'Graining': 'SG', 'Girdle': 'STK - STK', 'Girdle%': 4.0, 'C.A': 36.0, 'P.A': 40.6, 'C.H': 15.5, 'P.H': 43.0, 'LowHalf': 80.0, 'StarLenth': 50.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': 'Yes', 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,2.02,G,Round,NONE,12300.0,EX,EX,EX,58.0,8.08,8.03,5.05,9485.76,22.88,19161.2352,"Additional clouds, pinpoints and surface graining are not shown",,1.01,62.89,24846.0,"{'Sr.No': 78.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': nan, 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 9211050089, 'D/R': 8.06, 'Measurement': '8.03 - 8.08 * 5.05', 'Total Depth': 62.7, 'Additional Remark': 'RED SPOT', 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'FR2', 'S.W': 'CRL1', 'T.B': 'BPP', 'S.B': 'B1', 'T.S': 'N', 'S.S': 'SPP1', 'T.O': 'HL', 'C.O': 'HL', 'P.O': 'N', 'G.O': 'HL', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'SM', 'Key To Symbol': 'Crystal,Feather,Cloud,Needle', 'Graining': 'SG', 'Girdle': 'MED - STK', 'Girdle%': 4.0, 'C.A': 34.0, 'P.A': 41.6, 'C.H': 14.5, 'P.H': 44.5, 'LowHalf': 75.0, 'StarLenth': 50.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': nan, 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,2.03,G,Round,NONE,12300.0,EX,EX,EX,57.0,8.06,8.02,5.04,8378.76,31.88,17008.8828,,,1.0,62.84,24968.999999999996,"{'Sr.No': 79.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': 'VG', 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 6210440006, 'D/R': 8.04, 'Measurement': '8.02 - 8.06 * 5.04', 'Total Depth': 62.7, 'Additional Remark': nan, 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'CRL1', 'S.W': 'FR1', 'T.B': 'B2', 'S.B': 'N', 'T.S': 'N', 'S.S': 'N', 'T.O': 'N', 'C.O': 'N', 'P.O': 'N', 'G.O': 'N', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'N', 'Key To Symbol': 'Crystal,Feather', 'Graining': 'N', 'Girdle': 'STK - STK', 'Girdle%': 4.0, 'C.A': 36.0, 'P.A': 40.6, 'C.H': 15.5, 'P.H': 43.0, 'LowHalf': 80.0, 'StarLenth': 50.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': nan, 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,2.05,G,Round,FAINT,12300.0,EX,EX,EX,57.0,8.11,8.06,5.07,9341.849999999999,24.05,19150.792499999996,"Additional twinning wisps, additional clouds, pinpoints and surface graining are not shown",,1.01,62.9,25214.999999999996,"{'Sr.No': 80.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': 'VG', 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 1447480010, 'D/R': 8.09, 'Measurement': '8.06 - 8.11 * 5.07', 'Total Depth': 62.7, 'Additional Remark': nan, 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'CRL1', 'S.W': 'SPR1', 'T.B': 'BPP', 'S.B': 'BPP', 'T.S': 'N', 'S.S': 'N', 'T.O': 'N', 'C.O': 'N', 'P.O': 'HL', 'G.O': 'SM', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'N', 'Key To Symbol': 'Twinning Wisp,Crystal,Cloud,Feather,Needle', 'Graining': 'SG', 'Girdle': 'MED - STK', 'Girdle%': 3.5, 'C.A': 36.5, 'P.A': 40.8, 'C.H': 16.0, 'P.H': 43.0, 'LowHalf': 80.0, 'StarLenth': 45.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': 'Yes', 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,2.08,G,Round,NONE,12300.0,EX,EX,EX,59.0,8.36,8.3,4.96,9637.05,21.65,20045.064,"Additional clouds, pinpoints and internal graining are not shown",,1.01,59.76,25584.0,"{'Sr.No': 81.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': 'VG', 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 1210850530, 'D/R': 8.33, 'Measurement': '8.3 - 8.36 * 4.96', 'Total Depth': 59.5, 'Additional Remark': nan, 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'CRL2', 'S.W': 'SPR1', 'T.B': 'BPP', 'S.B': 'BPP', 'T.S': 'N', 'S.S': 'N', 'T.O': 'HL', 'C.O': 'N', 'P.O': 'N', 'G.O': 'N', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'N', 'Key To Symbol': 'Crystal,Cloud,Feather,Needle', 'Graining': 'IG', 'Girdle': 'MED - STK', 'Girdle%': 3.5, 'C.A': 31.5, 'P.A': 41.2, 'C.H': 12.5, 'P.H': 43.5, 'LowHalf': 80.0, 'StarLenth': 50.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': 'Yes', 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,2.11,G,Round,FAINT,12300.0,EX,EX,EX,56.0,8.18,8.13,5.12,9783.42,20.46,20643.0162,"Additional twinning wisps, additional clouds, pinpoints and surface graining are not shown",,1.01,62.98,25953.0,"{'Sr.No': 82.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': 'EX', 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 5210850145, 'D/R': 8.16, 'Measurement': '8.13 - 8.18 * 5.12', 'Total Depth': 62.8, 'Additional Remark': 'RED SPOT', 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'CRL1', 'S.W': 'FR1', 'T.B': 'BPP', 'S.B': 'BPP', 'T.S': 'TPP1', 'S.S': 'N', 'T.O': 'N', 'C.O': 'HL', 'P.O': 'N', 'G.O': 'HL', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'N', 'Key To Symbol': 'Twinning Wisp,Feather,Crystal,Cloud,Natural', 'Graining': 'SG', 'Girdle': 'MED - STK', 'Girdle%': 3.5, 'C.A': 36.5, 'P.A': 40.6, 'C.H': 16.0, 'P.H': 43.0, 'LowHalf': 75.0, 'StarLenth': 50.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': 'Yes', 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,2.19,G,Round,NONE,12300.0,EX,EX,EX,57.0,8.29,8.23,5.17,9688.71,21.23,21218.274899999997,"Additional twinning wisps, pinpoints and surface graining are not shown",,1.01,62.82,26937.0,"{'Sr.No': 83.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': 'VG', 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 2447400172, 'D/R': 8.26, 'Measurement': '8.23 - 8.29 * 5.17', 'Total Depth': 62.5, 'Additional Remark': nan, 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'SPR1', 'S.W': 'FR1', 'T.B': 'BPP', 'S.B': 'BPP', 'T.S': 'N', 'S.S': 'N', 'T.O': 'HL', 'C.O': 'HL', 'P.O': 'SM', 'G.O': 'SM', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'N', 'Key To Symbol': 'Twinning Wisp,Feather', 'Graining': 'SG', 'Girdle': 'MED - STK', 'Girdle%': 3.5, 'C.A': 36.5, 'P.A': 40.8, 'C.H': 16.0, 'P.H': 43.0, 'LowHalf': 75.0, 'StarLenth': 50.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': nan, 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,2.49,G,Round,NONE,12300.0,EX,EX,EX,58.0,8.69,8.63,5.4,10046.64,18.32,25016.1336,"Additional clouds, pinpoints and internal graining are not shown",,1.01,62.57,30627.000000000004,"{'Sr.No': 84.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': nan, 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 8211410588, 'D/R': 8.66, 'Measurement': '8.63 - 8.69 * 5.4', 'Total Depth': 62.3, 'Additional Remark': 'UPGRADED COLOR', 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'FR2', 'S.W': 'SPR1', 'T.B': 'BPP', 'S.B': 'B1', 'T.S': 'N', 'S.S': 'N', 'T.O': 'HL', 'C.O': 'SM', 'P.O': 'MD', 'G.O': 'MD', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'SM', 'Key To Symbol': 'Feather,Cloud,Crystal,Indented Natural,Needle', 'Graining': 'IG', 'Girdle': 'THN - STK', 'Girdle%': 4.5, 'C.A': 33.0, 'P.A': 41.6, 'C.H': 13.5, 'P.H': 44.5, 'LowHalf': 80.0, 'StarLenth': 50.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': nan, 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
SI2,2.5,G,Round,NONE,12300.0,EX,EX,EX,59.0,8.74,8.69,5.32,10812.93,12.09,27032.325,"Additional clouds, pinpoints and surface graining are not shown",,1.01,61.22,30750.0,"{'Sr.No': 85.0, 'Pair ID': nan, 'HD': 'HD', 'Photo': 'PHOTO', 'H&A': nan, 'Digi Plot': 'DIGIPLOT', 'Cert': 'GIA', 'Stone ID': 1211200120, 'D/R': 8.72, 'Measurement': '8.69 - 8.74 * 5.32', 'Total Depth': 61.1, 'Additional Remark': nan, 'Lust': 'EX', 'Shd.': 'N', 'T.W': 'FR2', 'S.W': 'FR1', 'T.B': 'BPP', 'S.B': 'N', 'T.S': 'N', 'S.S': 'N', 'T.O': 'HL', 'C.O': 'N', 'P.O': 'SM', 'G.O': 'SM', 'T.EF': 'N', 'C.EF': 'N', 'P.EF': 'SM', 'Key To Symbol': 'Crystal,Feather,Cloud,Needle,Indented Natural,Natural', 'Graining': 'SG', 'Girdle': 'THN - STK', 'Girdle%': 4.0, 'C.A': 33.5, 'P.A': 41.0, 'C.H': 13.5, 'P.H': 43.5, 'LowHalf': 75.0, 'StarLenth': 50.0, 'Culet Size': 'N', 'CM Eligible': nan, 'FM Eligible': nan, 'FP Eligible': nan, 'Login Name': 'Heman Mehta'}",2/02/2002,atlantic1
